Transaction_ID,Invoice_Number,Vendor,Department,Amount,Invoice_Date,Due_Date,Payment_Date,Payment_Method,PO_Status,Country,Currency,High_Value,Missing_PO,Late_Payment,Duplicate_Invoice,Risk_Score,Risk_Level
TRX104380,INV204380,Intel,Engineering,5351.61,2025-11-16,2025-12-16,2026-01-05,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104381,INV204381,Cisco,R&D,2766.5,2026-05-02,2026-06-01,2026-05-24,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104382,INV204382,Lenovo,R&D,9303.76,2026-05-27,2026-06-26,2026-06-26,ACH,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX104383,INV204383,Adobe,Procurement,8073.78,2026-01-02,2026-02-01,2026-02-23,ACH,Yes,United States,USD,False,False,True,True,4,High
TRX104384,INV204384,NVIDIA,Operations,120437.57,2026-06-12,2026-07-12,2026-07-25,Check,Yes,United States,USD,True,False,True,False,2,Medium
TRX104385,INV204385,EY,Compliance,1316.24,2025-10-09,2025-11-08,2025-10-31,Wire,No,United States,USD,False,True,False,False,3,High
TRX104386,INV204386,Oracle,Engineering,5153.24,2025-11-17,2025-12-17,2025-12-13,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104387,INV209999,Amazon,Supply Chain,3483.09,2026-03-25,2026-04-24,2026-04-22,ACH,Yes,Germany,EUR,False,False,False,True,3,High
TRX104388,INV204388,Google,Accounting,135.64,2026-03-18,2026-04-17,2026-04-23,ACH,Yes,Germany,EUR,False,False,True,False,1,Medium
TRX104389,INV204389,Oracle,Supply Chain,4800.95,2025-11-11,2025-12-11,2025-12-05,Check,Yes,Japan,JPY,False,False,False,False,0,Low
TRX104390,INV204390,EY,Compliance,48048.91,2026-03-19,2026-04-18,2026-04-09,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104391,INV204391,HP,Operations,2027.52,2025-10-11,2025-11-10,2025-11-23,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104392,INV204392,PwC,Legal,97059.32,2025-08-11,2025-09-10,2025-09-10,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX104393,INV204393,Deloitte,Compliance,31530.63,2025-08-22,2025-09-21,2025-09-20,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104394,INV204394,Deloitte,Customer Service,35594.82,2026-02-15,2026-03-17,2026-03-17,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104395,INV204395,Google,Finance,21740.54,2025-10-11,2025-11-10,2025-11-07,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX104396,INV204396,Deloitte,R&D,9452.35,2025-09-10,2025-10-10,2025-10-17,ACH,Yes,Mexico,MXN,False,False,True,False,1,Medium
TRX104397,INV204397,SAP,R&D,29984.39,2025-11-10,2025-12-10,2025-12-10,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104398,INV204398,Google,Compliance,55185.41,2026-04-22,2026-05-22,2026-06-08,Wire,Yes,United States,USD,True,False,True,False,3,High
TRX104399,INV204399,Google,R&D,1871.34,2026-04-27,2026-05-27,2026-05-30,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104400,INV204400,Apple,IT,31336.87,2025-10-28,2025-11-27,2025-11-26,Check,Yes,United States,USD,False,False,False,True,3,High
TRX104401,INV204401,Oracle,Customer Service,7661.7,2025-09-28,2025-10-28,2025-10-18,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104402,INV204383,Lenovo,Engineering,112185.8,2026-01-31,2026-03-02,2026-03-02,Wire,Yes,United States,USD,True,False,False,True,5,High
TRX104403,INV204403,Dell Technologies,IT,274.12,2025-12-07,2026-01-06,2025-12-31,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX104404,INV204404,CDW,Accounting,157858.35,2025-11-26,2025-12-26,2025-12-29,Check,Yes,United Kingdom,GBP,True,False,True,False,2,Medium
TRX104405,INV204405,HP,Legal,5502.32,2026-05-23,2026-06-22,2026-06-19,Check,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX104406,INV204406,Apple,Legal,8761.03,2026-08-04,2026-09-03,2026-09-27,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104407,INV204407,Cisco,HR,2617.01,2026-01-20,2026-02-19,2026-02-27,ACH,Yes,Germany,EUR,False,False,True,False,1,Medium
TRX104408,INV204408,Accenture,R&D,5206.52,2026-05-20,2026-06-19,2026-06-12,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104409,INV204409,Dell Technologies,Compliance,4500.62,2025-12-02,2026-01-01,2025-12-27,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104410,INV204410,Amazon,Procurement,20188.98,2026-06-08,2026-07-08,2026-07-03,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104411,INV204411,EY,R&D,37800.01,2026-07-18,2026-08-17,2026-08-16,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104412,INV204412,Deloitte,Operations,60833.74,2025-08-24,2025-09-23,2025-09-26,ACH,Yes,South Korea,KRW,True,False,True,False,2,Medium
TRX104413,INV204413,NVIDIA,Marketing,4460.83,2026-05-14,2026-06-13,2026-06-03,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104414,INV201267,HP,Marketing,550.32,2025-08-30,2025-09-29,2025-09-19,ACH,Yes,Canada,CAD,False,False,False,True,3,High
TRX104415,INV208694,Adobe,Engineering,59503.3,2026-01-23,2026-02-22,2026-02-27,ACH,Yes,United Kingdom,GBP,True,False,True,True,5,High
TRX104416,INV204416,Oracle,HR,7581.1,2025-10-13,2025-11-12,2025-11-11,ACH,Yes,Japan,JPY,False,False,False,True,3,High
TRX104417,INV204417,PwC,Sales,2888.97,2026-06-08,2026-07-08,2026-07-08,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104418,INV204418,Adobe,Sales,5959.52,2026-05-30,2026-06-29,2026-06-27,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104419,INV204419,Google,Finance,6441.6,2026-06-03,2026-07-03,2026-07-08,ACH,Yes,Mexico,MXN,False,False,True,False,1,Medium
TRX104420,INV204420,EY,Operations,3261.3,2025-09-17,2025-10-17,2025-10-07,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104421,INV204421,KPMG,Operations,5887.06,2026-05-12,2026-06-11,2026-06-13,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104422,INV204422,Oracle,Accounting,614.66,2025-11-03,2025-12-03,2025-11-27,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX104423,INV204423,Apple,Procurement,9402.59,2026-05-13,2026-06-12,2026-06-13,ACH,Yes,United States,USD,False,False,True,True,4,High
TRX104424,INV204424,Deloitte,Operations,37512.23,2026-01-13,2026-02-12,2026-03-16,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104425,INV204425,Cisco,Procurement,2853.55,2026-04-30,2026-05-30,2026-05-26,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX104426,INV204426,Lenovo,Engineering,2992.63,2025-08-16,2025-09-15,2025-09-23,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104427,INV204427,PwC,Finance,5215.9,2026-01-19,2026-02-18,2026-02-18,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104428,INV204428,PwC,Operations,143772.48,2026-05-13,2026-06-12,2026-06-05,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX104429,INV204429,Dell Technologies,Marketing,7764.14,2026-02-10,2026-03-12,2026-03-09,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX104430,INV204430,PwC,IT,190298.19,2026-07-29,2026-08-28,2026-08-19,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX104431,INV204431,Accenture,HR,8358.85,2026-01-24,2026-02-23,2026-02-16,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX104432,INV204432,Oracle,Customer Service,47872.48,2026-04-10,2026-05-10,2026-05-09,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104433,INV204433,NVIDIA,Sales,1442.93,2025-11-26,2025-12-26,2025-12-22,ACH,Yes,Japan,JPY,False,False,False,False,0,Low
TRX104434,INV204434,Cisco,Marketing,5632.65,2025-11-30,2025-12-30,2025-12-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104435,INV204435,Adobe,Customer Service,29553.41,2026-03-22,2026-04-21,2026-04-29,Credit Card,Yes,United States,USD,False,False,True,True,4,High
TRX104436,INV204436,Accenture,Compliance,2827.05,2025-08-19,2025-09-18,2025-09-17,ACH,No,United States,USD,False,True,False,False,2,Medium
TRX104437,INV204437,Apple,Customer Service,8246.52,2026-07-13,2026-08-12,2026-08-07,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104438,INV204438,Lenovo,Accounting,11252.76,2026-02-10,2026-03-12,2026-03-12,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104439,INV204439,Lenovo,Supply Chain,159395.17,2025-11-04,2025-12-04,2025-11-24,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX104440,INV204440,Amazon,Engineering,9667.12,2026-03-25,2026-04-24,2026-04-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104441,INV204441,Oracle,R&D,6878.57,2025-10-15,2025-11-14,2025-11-12,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104442,INV204442,HP,Customer Service,3933.33,2026-06-24,2026-07-24,2026-07-16,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104443,INV204443,Amazon,Finance,8604.21,2026-06-16,2026-07-16,2026-07-14,Check,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX104444,INV204444,Amazon,Marketing,8111.25,2025-10-22,2025-11-21,2025-11-19,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104445,INV204445,EY,Compliance,8510.01,2025-09-14,2025-10-14,2025-10-24,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104446,INV204446,Oracle,IT,6770.33,2026-03-23,2026-04-22,2026-04-18,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104447,INV204447,NVIDIA,Operations,166758.02,2025-11-30,2025-12-30,2026-01-03,ACH,Yes,Canada,CAD,True,False,True,False,2,Medium
TRX104448,INV204448,Adobe,Sales,4221.64,2025-10-04,2025-11-03,2025-10-29,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104449,INV204449,KPMG,Compliance,7538.62,2025-11-13,2025-12-13,2025-12-18,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104450,INV204450,SAP,Finance,7488.83,2025-09-16,2025-10-16,2025-10-13,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX104451,INV204451,Amazon,Finance,22493.94,2026-05-19,2026-06-18,2026-06-26,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX104452,INV204452,HP,Supply Chain,17058.6,2025-08-07,2025-09-06,2025-09-06,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX104453,INV203369,Accenture,Sales,20344.92,2025-08-19,2025-09-18,2025-09-15,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX104454,INV204454,NVIDIA,Accounting,35683.06,2026-05-17,2026-06-16,2026-06-09,Wire,Yes,Mexico,MXN,False,False,False,False,1,Medium
TRX104455,INV204455,Intel,IT,9402.52,2026-01-24,2026-02-23,2026-02-20,Wire,Yes,United Kingdom,GBP,False,False,False,False,1,Medium
TRX104456,INV204456,Google,Operations,762.58,2026-03-10,2026-04-09,2026-04-04,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104457,INV204457,NVIDIA,Operations,12205.74,2025-12-17,2026-01-16,2026-01-13,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104458,INV204458,Lenovo,Finance,14272.73,2025-09-05,2025-10-05,2025-09-28,Wire,Yes,United Kingdom,GBP,False,False,False,False,1,Medium
TRX104459,INV204459,Oracle,HR,7953.35,2025-09-30,2025-10-30,2025-10-21,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104460,INV204460,KPMG,Procurement,4854.94,2025-09-06,2025-10-06,2025-11-05,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104461,INV204461,Accenture,Accounting,2208.61,2026-03-18,2026-04-17,2026-05-03,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104462,INV204462,Accenture,Marketing,6114.15,2026-07-10,2026-08-09,2026-08-03,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104463,INV204463,HP,Procurement,9335.93,2026-08-03,2026-09-02,2026-08-30,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104464,INV204464,Apple,Legal,9914.03,2026-03-20,2026-04-19,2026-04-14,ACH,No,United States,USD,False,True,False,False,2,Medium
TRX104465,INV204465,KPMG,Marketing,636.37,2025-08-25,2025-09-24,2025-09-21,Credit Card,Yes,Japan,JPY,False,False,False,False,0,Low
TRX104466,INV204466,Microsoft,Operations,6241.51,2026-03-27,2026-04-26,2026-04-17,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104467,INV205088,Oracle,Legal,85633.72,2026-04-17,2026-05-17,2026-05-16,Check,Yes,United States,USD,True,False,False,True,4,High
TRX104468,INV204468,IBM,Marketing,36880.6,2026-05-20,2026-06-19,2026-07-01,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104469,INV204469,Intel,IT,3310.79,2025-09-19,2025-10-19,2025-10-22,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104470,INV204470,HP,Customer Service,3415.91,2025-10-28,2025-11-27,2025-12-06,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX104471,INV204471,Dell Technologies,HR,771.04,2026-07-29,2026-08-28,2026-09-29,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104472,INV204472,Amazon,Sales,8083.91,2026-05-19,2026-06-18,2026-07-01,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX104473,INV204473,NVIDIA,HR,15335.32,2026-05-07,2026-06-06,2026-05-28,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104474,INV204474,NVIDIA,Procurement,9643.8,2026-05-25,2026-06-24,2026-06-19,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104475,INV204475,Adobe,IT,7747.16,2026-01-11,2026-02-10,2026-02-10,ACH,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX104476,INV204476,PwC,Customer Service,1816.02,2025-10-13,2025-11-12,2025-12-15,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104477,INV204477,Intel,Legal,3890.47,2026-04-13,2026-05-13,2026-05-13,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104478,INV204478,EY,Compliance,37791.49,2025-12-13,2026-01-12,2026-01-11,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104479,INV204479,Intel,Sales,9794.65,2025-09-22,2025-10-22,2025-10-15,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX104480,INV204480,Intel,Supply Chain,6723.48,2026-06-28,2026-07-28,2026-07-25,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104481,INV204481,Adobe,Legal,25868.44,2026-01-28,2026-02-27,2026-02-18,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX104482,INV204482,HP,R&D,1596.57,2026-01-11,2026-02-10,2026-02-10,Wire,Yes,Canada,CAD,False,False,False,False,1,Medium
TRX104483,INV204483,Microsoft,Engineering,1038.33,2025-11-19,2025-12-19,2026-01-07,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104484,INV204484,Accenture,Accounting,5398.92,2026-04-16,2026-05-16,2026-05-14,ACH,No,United States,USD,False,True,False,False,2,Medium
TRX104485,INV204485,Accenture,R&D,22081.63,2025-10-12,2025-11-11,2025-11-11,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104486,INV204486,IBM,Legal,4926.58,2025-10-11,2025-11-10,2025-12-03,ACH,Yes,Mexico,MXN,False,False,True,False,1,Medium
TRX104487,INV204487,Intel,Supply Chain,5968.42,2025-12-09,2026-01-08,2026-01-14,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX104488,INV204488,PwC,Accounting,2006.64,2026-04-29,2026-05-29,2026-05-19,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX104489,INV204489,Amazon,Engineering,11928.99,2025-11-12,2025-12-12,2025-12-05,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104490,INV204490,HP,R&D,33611.96,2026-06-04,2026-07-04,2026-06-25,Wire,No,United States,USD,False,True,False,False,3,High
TRX104491,INV204491,HP,Customer Service,318.2,2026-07-04,2026-08-03,2026-08-03,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX104492,INV204492,HP,Procurement,41031.19,2026-02-22,2026-03-24,2026-03-15,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104493,INV204493,EY,Supply Chain,25861.56,2025-08-29,2025-09-28,2025-09-25,Wire,Yes,United States,USD,False,False,False,True,4,High
TRX104494,INV204494,PwC,R&D,33391.52,2025-09-29,2025-10-29,2025-10-24,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104495,INV204495,EY,Marketing,2318.51,2025-11-20,2025-12-20,2025-12-25,Wire,Yes,United Kingdom,GBP,False,False,True,False,2,Medium
TRX104496,INV204496,NVIDIA,Procurement,44868.12,2025-11-08,2025-12-08,2025-12-15,ACH,Yes,Germany,EUR,False,False,True,False,1,Medium
TRX104497,INV204497,Amazon,Sales,9801.74,2025-12-16,2026-01-15,2026-01-05,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104498,INV204498,Lenovo,IT,4039.56,2025-08-04,2025-09-03,2025-09-01,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104499,INV204499,EY,HR,8888.11,2026-03-25,2026-04-24,2026-05-08,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104500,INV204500,Adobe,Engineering,132887.6,2025-12-20,2026-01-19,2026-01-13,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX104501,INV204501,Cisco,Operations,24562.98,2025-10-10,2025-11-09,2025-11-22,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104502,INV204502,Amazon,Supply Chain,37513.17,2025-08-10,2025-09-09,2025-09-13,ACH,Yes,United Kingdom,GBP,False,False,True,False,1,Medium
TRX104503,INV204503,Deloitte,Sales,6371.54,2026-06-13,2026-07-13,2026-08-24,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104504,INV204504,NVIDIA,Customer Service,5148.47,2026-05-15,2026-06-14,2026-06-04,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104505,INV204505,Cisco,Marketing,9162.13,2025-10-30,2025-11-29,2025-11-21,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX104506,INV204506,Google,Legal,920.79,2026-04-24,2026-05-24,2026-05-19,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104507,INV204507,CDW,Engineering,7550.68,2026-04-01,2026-05-01,2026-04-26,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX104508,INV200668,Microsoft,Marketing,167513.7,2026-02-17,2026-03-19,2026-04-02,ACH,Yes,United States,USD,True,False,True,True,5,High
TRX104509,INV204509,Accenture,Procurement,9734.28,2025-12-23,2026-01-22,2026-01-21,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104510,INV204510,Lenovo,Operations,21450.54,2026-02-11,2026-03-13,2026-03-08,Wire,Yes,South Korea,KRW,False,False,False,False,1,Medium
TRX104511,INV204511,SAP,Engineering,824.91,2026-02-02,2026-03-04,2026-03-07,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX104512,INV204512,Deloitte,Legal,39936.59,2026-02-21,2026-03-23,2026-05-05,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104513,INV204513,KPMG,Engineering,4872.5,2026-03-16,2026-04-15,2026-04-05,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104514,INV204514,Microsoft,IT,2381.57,2025-11-30,2025-12-30,2025-12-27,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104515,INV204515,Apple,Operations,4740.88,2026-03-26,2026-04-25,2026-04-24,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104516,INV204516,SAP,Marketing,2196.26,2025-09-13,2025-10-13,2025-10-12,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104517,INV204517,KPMG,Procurement,1896.43,2026-02-11,2026-03-13,2026-03-08,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104518,INV204518,Amazon,Operations,31021.61,2025-08-28,2025-09-27,2025-09-18,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104519,INV204519,HP,Finance,3846.77,2026-06-05,2026-07-05,2026-07-04,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104520,INV204520,PwC,Compliance,3047.55,2025-09-20,2025-10-20,2025-10-21,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX104521,INV204521,Intel,Engineering,8855.71,2026-06-19,2026-07-19,2026-07-23,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104522,INV204522,Accenture,R&D,8816.55,2025-10-16,2025-11-15,2025-11-08,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104523,INV204523,IBM,Operations,1587.11,2026-01-28,2026-02-27,2026-03-25,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104524,INV204524,KPMG,Customer Service,111726.41,2025-09-09,2025-10-09,2025-11-14,ACH,Yes,United States,USD,True,False,True,False,2,Medium
TRX104525,INV204525,EY,Supply Chain,18609.97,2026-02-28,2026-03-30,2026-03-21,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX104526,INV204526,SAP,R&D,9783.61,2026-06-06,2026-07-06,2026-06-27,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104527,INV204527,Oracle,Sales,99828.27,2026-04-01,2026-05-01,2026-04-22,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX104528,INV204528,EY,Legal,6779.37,2026-02-12,2026-03-14,2026-03-13,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104529,INV204529,EY,Customer Service,37158.65,2026-04-17,2026-05-17,2026-05-14,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX104530,INV204530,IBM,Finance,7209.18,2025-11-05,2025-12-05,2025-11-25,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104531,INV204531,HP,Operations,671.32,2025-12-16,2026-01-15,2026-01-06,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104532,INV204532,Adobe,Compliance,7572.08,2026-03-13,2026-04-12,2026-04-08,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX104533,INV204533,Dell Technologies,Operations,115.49,2025-08-29,2025-09-28,2025-09-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104534,INV204534,Oracle,Operations,8592.3,2026-07-10,2026-08-09,2026-08-14,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX104535,INV204535,Lenovo,Legal,6626.38,2025-10-19,2025-11-18,2025-11-16,ACH,Yes,South Korea,KRW,False,False,False,False,0,Low
TRX104536,INV204536,Amazon,Procurement,4701.01,2026-01-30,2026-03-01,2026-03-03,ACH,Yes,Germany,EUR,False,False,True,False,1,Medium
TRX104537,INV204537,Cisco,R&D,99132.0,2026-06-25,2026-07-25,2026-08-24,ACH,Yes,United States,USD,True,False,True,False,2,Medium
TRX104538,INV204538,Accenture,Sales,7249.63,2025-09-02,2025-10-02,2025-10-09,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX104539,INV204539,KPMG,HR,6689.6,2026-05-24,2026-06-23,2026-06-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104540,INV204540,KPMG,Procurement,8964.84,2025-08-26,2025-09-25,2025-09-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104541,INV204541,EY,Customer Service,8439.45,2026-02-24,2026-03-26,2026-04-23,Check,No,United States,USD,False,True,True,False,3,High
TRX104542,INV204542,KPMG,Compliance,4798.22,2026-07-13,2026-08-12,2026-08-27,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX104543,INV204543,Oracle,IT,24730.09,2026-01-03,2026-02-02,2026-02-02,Wire,Yes,Canada,CAD,False,False,False,False,1,Medium
TRX104544,INV204544,Cisco,Marketing,2052.53,2025-12-17,2026-01-16,2026-02-28,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX104545,INV204545,NVIDIA,HR,7303.7,2026-04-20,2026-05-20,2026-05-28,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104546,INV204546,PwC,R&D,648.33,2026-06-01,2026-07-01,2026-06-29,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX104547,INV204547,Accenture,Compliance,9478.14,2025-11-09,2025-12-09,2025-12-09,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX104548,INV204548,Apple,IT,6426.21,2025-08-18,2025-09-17,2025-09-17,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104549,INV204971,EY,Legal,9624.5,2025-08-29,2025-09-28,2025-09-24,Wire,Yes,United States,USD,False,False,False,True,4,High
TRX104550,INV204550,Microsoft,Customer Service,6332.52,2025-11-23,2025-12-23,2025-12-30,Check,Yes,South Korea,KRW,False,False,True,False,1,Medium
TRX104551,INV204551,Microsoft,Operations,3961.68,2026-07-15,2026-08-14,2026-08-16,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX104552,INV204552,Lenovo,IT,5153.13,2026-07-21,2026-08-20,2026-09-02,Wire,Yes,Mexico,MXN,False,False,True,False,2,Medium
TRX104553,INV204553,Deloitte,Accounting,7434.87,2025-09-08,2025-10-08,2025-10-01,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX104554,INV204554,Google,Customer Service,9317.0,2026-04-26,2026-05-26,2026-05-26,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX104555,INV204555,EY,Engineering,4462.6,2026-02-14,2026-03-16,2026-03-06,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104556,INV204556,Microsoft,Procurement,1903.25,2025-10-12,2025-11-11,2025-11-10,ACH,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX104557,INV204557,Intel,IT,17323.23,2026-02-12,2026-03-14,2026-03-22,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104558,INV204558,Cisco,R&D,1138.21,2025-11-03,2025-12-03,2025-12-31,ACH,Yes,Mexico,MXN,False,False,True,False,1,Medium
TRX104559,INV204559,HP,Finance,2572.17,2026-03-20,2026-04-19,2026-05-03,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104560,INV204560,Apple,Engineering,6114.53,2025-10-08,2025-11-07,2025-11-01,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104561,INV204561,EY,HR,40115.53,2026-05-05,2026-06-04,2026-06-04,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX104562,INV204562,Oracle,Marketing,3749.15,2026-01-02,2026-02-01,2026-02-13,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX104563,INV204563,HP,Sales,6702.3,2025-09-11,2025-10-11,2025-10-20,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX104564,INV204564,Google,R&D,9510.19,2026-03-25,2026-04-24,2026-04-21,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX104565,INV204565,Cisco,HR,33945.07,2025-12-13,2026-01-12,2026-01-09,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX104566,INV204566,KPMG,IT,6791.29,2026-01-18,2026-02-17,2026-02-14,Wire,Yes,United States,USD,False,False,False,False,1,Medium
